Date and Time,millis since start,Node 0,Node 1,Node 2,Node 3,Node 4,
5/5/2011/10:55:36,2674,,,,,20
5/5/2011/10:55:37,3775,19
5/5/2011/10:55:48,14671,,,,,19
5/5/2011/10:55:52,18913,,22
5/5/2011/10:56:0,26687,,,,,19
5/5/2011/10:56:1,27824,19
5/5/2011/10:56:4,30948,,22
5/5/2011/10:56:12,38705,,,,,20
5/5/2011/10:56:13,39838,19
5/5/2011/10:56:16,42972,,22
5/5/2011/10:56:24,50740,,,,,20
5/5/2011/10:56:25,51873,19
5/5/2011/10:56:28,54990,,22
5/5/2011/10:56:36,62757,,,,,20
5/5/2011/10:56:37,63890,19
